source,reference,hypothesis,chrf_segment,bleu_segment,ter_segment
"While the refuse dump smelled fetid, the orchard exuded a_______smell. A. fragrant B. spicy C. clean D. dry","Yayin da wurin zubar da shara yake wari mai tauri, gonar itatuwa tana fitar da ƙanshi mai________. Option A. daɗi Option B. yaji Option C. tsafta Option D. bushewa","Duk da yake ƙin karɓar tatsuniyoyin smelled Fetid, Orchard ya buga a_______SMell. Option A. m Option B. yaji Option C. Tsabtace Option D. Dry",36.57209434389301,35.52045571447641,62.06896551724138
Only some of the accused were acquitted: the rest were________ A. remanded B. convicted C. detained D. interdicted,Wasu ƙalilan ne kawai daga cikin waɗanda ake ƙara aka wanke: sauran kuma an________ Option A. tsare su Option B. yanke musu hukunci Option C. tsare su Option D. dakatar da su,Kawai wasu daga wanda ake tuhumar da aka samu: sauran sun kasance________ Option A. Rayayye Option B. yanke hukuncin Culawa Option D. Na tattarawa,44.91373712471823,32.23103664890897,62.5
The principal chastised Ben for his use of coarse language and advised him to emulate his sister's ________ behaviour. A. pure B. neat C. refined D. organised,"Shugaban makarantar ya tsawatar wa Ben saboda amfani da munanan kalami, sannan ya ba shi shawarar ya yi koyi da halayen ’yar’uwarsa _______. Option A. masu kyau Option B. masu tsabta Option C. nagari Option D. tsayayyu",Babban ya yi wa'azin saboda amfaninsa mai yaduwa kuma ya shawarce shi ya yi kwaikwayon halayen 'yar uwarsa ________. Option A. tsarkakakke Option B. neat Option C. Mai gyara Option D. An shirya,43.828355932246886,30.483953580861158,67.56756756756756
It would have been my pleasure to accept your invitation but I have to ________ it because of a previous engagement. A. jettison B. defer C. suspend D. decline,"Da ma zai zama farin cikina in karɓi gayyatar ka, amma dole ne in ________ ta saboda wani uzuri da nake da shi tun da farko. Option A. jefar Option B. ɗage Option C. dakatar Option D. ƙi",Da jin daɗin yarda da gayyatar ka amma ina da ________ saboda haduwa da ta gabata. Option A. jetsison Option B. Defer Option C. dakatar Option D. Rage,45.20821187817118,33.44663034400002,60.526315789473685
Older people are expected to be ________ where youths are green. A. experienced B. cautious C. equipped D. considerate,Ana sa ran manyan mutane su kasance ________ inda matasa kuma suke sababbi. Option A. gogaggu Option B. masu kiyayewa Option C. sanye da kayan aiki Option D. masu lura da wasu,Ana sa ran tsofaffi zai zama ________ inda matasa suke kore. Option A. Kwarewa Option B. GASKIYA Option C. sanye take Option D. Lafiya,43.82035427222206,38.9786719648115,50.0
I accidentally stepped on my brother but he told Mummy I did it ________ A. thoughtfully B. intuitively C. deliberately D. annoyingly,"Na taka ɗan’uwana bisa kuskure, amma ya gaya wa Mama cewa na yi hakan ne ________ Option A. cikin tunani Option B. ba tare da tunani ba Option C. da gangan Option D. cikin takaici",Na yi bazata a kan dan uwana amma ya gaya wa Mummy Na aikata shi ________ Option A. Yin tunani Option B. Sadarwa Option C. Da gangan Option D. Mai ban haushi,51.22177683235037,39.394229737261114,54.285714285714285
The runner was_________ at fifteen seconds at the end of the race. A. taped B. timed C. belled D. flagged,An yi wa ɗan tseren ________ sakan goma sha biyar a ƙarshen tseren. Option A. naɗi Option B. auna lokaci Option C. buga ƙararrawa Option D. nuna tuta,Mai tsere ya kasance_________ a cikin dakika goma sha biyar a ƙarshen tsere. Option A. TAFIYA Option B. Yaded Option C. Belli Option D. An yiwa hannu,52.54413696888073,39.71731969967374,57.14285714285714
The appellate court has ________ the decision of the lower court. A. obstructed B. nullified C. neutralized D. balanced,Kotun ɗaukaka ƙara ta ________ hukuncin da ƙaramar kotu ta yanke. Option A. dakatar Option B. soke Option C. kawar da tasiri Option D. daidaita,Kotun da aka kira ________ yanke shawara ta Kotun Kotun. Option A. Antashe Option B. Nuna Option C. neutralized Option D. daidaita,47.73739788662966,39.12723468422014,56.00000000000001
The defeated boxer left the ring looking extremely_________ A. dislocated B. distorted C. desert D. dejected,Dan damben da aka doke ya bar fage yana kallon cikin matuƙar _________ Option A. Rarraba Option B. gurbata Option C. Deams Option D. Duje,Dambe dambe ya bar zobe yana neman musamman_________ Option A. Rarraba Option B. gurbata Option C. Deams Option D. Duje,67.06094693718279,68.64891335058763,40.0
There is an election _________ pending against the senator. A. application B. appeal C. petition D. complaint,Akwai _________ na zaɓe da ake jira a kan sanatan. Option A. aikace-aikace Option B. ɗaukaka ƙara Option C. ƙarar neman haƙƙi Option D. ƙorafi,Akwai wani zaben _________ yana jiran wajen sanatoci. Option A. Aikace-aikacen Option B. daukaka Option B. C. roƙon Option D. Kudi,46.83048320116904,35.567773093411276,68.0
"The manager was not in when Addo called, so he left his ________ card. A. supplementary B. complimentary C. complementary D. identification","Manajan baya nan lokacin da Addo ya kira, don haka ya bar katin gaisuwarsa. Option A. na ƙari Option B. na gaisuwa Option C. na cikon aboki Option D. na shaida","Manajan ba ya cikin lokacin da Addo ya kira, don haka ya bar katinsa ________. Option A. Karin bayani Option B. KYAUTA Option C. CIGABA Option D. Shaida",59.89928740281704,36.872811957948606,41.935483870967744
Coming from the kitchen was the sweet ________ of Mummy's soup. A. aroma B. odour C. fragrance D. scent,Abin da ke fitowa daga kicin shi ne ________ mai daɗi na miyar Mama. Option A. ƙanshi Option B. wari Option C. ƙanshin furanni Option D. ƙanshin turare,Zuwan daga dafa abinci shine mai dadi ________ na miya ta Mummy. Option A. ashi Option B. Odor Option C. turra Option D. Scent,41.625179361590895,32.743341453838454,67.85714285714286
There is a need to raise teachers' salary in order to boost their_______ A. spirit B. moral C. soul D. morale,Akwai buƙatar ƙara wa malamai albashi domin ƙarfafa ________ su. Option A. ruhi Option B. ɗabi'a Option C. rai Option D. gwiwa/kuzari,Akwai bukatar tayar da albashin malamai don bunkasa su a_______ Option A. Ruhu Option B. Dalili Option C. rai Option D. Morale,49.52960155219634,39.76598365812295,54.54545454545454
The librarian has not entered the new books in the__________ A. catalogue B. roster C. list D. directory,Ma'aikacin ɗakin karatu bai shigar da sabbin littattafan a cikin __________ ba. Option A. kundin littattafai Option B. rajistar sunaye Option C. lissafi Option D. kundin adireshi,Karbar littattafai bai shigar da sabbin littattafan a cikin__________ ba Option A. Catalog Option B. Roster Option C. Lissafi Option D. Directory,58.37066098775037,55.42378876039388,44.44444444444444
The textbook is very costly; I cannot_________ it to my students. A. commit B. afford C. endorse D. recommend,"Littafin karatun yana da tsada sosai; ba zan iya ________ sa ga ɗalibai na ba. Option A. damƙa Option B. sayen
C. amincewa Option D. ba da shawarar",Littafin littafi yana da tsada sosai;Ba zan iya_________ ba ga ɗalibai na. Option A. aikata Option B. C. yarda Option D. bayar da shawarar,64.5945538437993,48.17455299027616,42.857142857142854
The weather is too hot; I need some water to________ my thirst. A. wet B. quench C. cool D. soak,"Yanayi ya yi zafi sosai; ina buƙatar ruwa don in ________ ƙishirwa ta. Option A. jiƙa Option B. kashe
C. sanyaya Option D. tsoma",Yanayin yayi zafi sosai;Ina bukatan ruwa zuwa________ ƙishirwa na. Option A. Dama Option B. Quench Option C. sanyi Option D. jiƙa,58.894286827417744,40.25751585344959,62.5
My grandmother once told me that old habits die hard. This means that old habits are A. easily corrected B. difficult to change C. short-lived D. forever changing,Kakar tawa ta taɓa gaya mini cewa tsohuwar ɗabi'a ba ta mutuwa da wuri. Wannan yana nufin cewa tsofaffin ɗabi'u suna da ________A. sauƙin gyarawa Option B. wahalar canzawaC. gajeren lokaci Option D. canzawa akai-akai,Kakata ta taba gaya mani cewa tsoffin halaye su mutu.Wannan yana nufin cewa tsoffin halaye sune Option A. Mai sauƙin gyara Option B. wahalar canzawa Option C. gajeru Option D. Canjin Har abada,50.012230982889825,16.406491375429777,74.28571428571429
"If you ask him to sing, he will do it at the drop of a hat. This means that he will sing A. joyfully B. melodiously C. immediately D. sluggishly","Idan ka tambaye shi ya yi waƙa, zai yi ta nan da nan ba tare da ɓata lokaci ba. Wannan yana nufin zai yi waƙar cikin ________ Option A. farin cikiB. murya mai daɗi Option C. gaggawa/nan take Option D. sanyin jiki","Idan ka nemi shi ya raira waƙa, zai yi shi a digo na hat.Wannan yana nufin cewa zai raira waƙa Option A. farin ciki Option B. Melodiouslyly Option C. Nan da nan Option D. Sluggishly",42.38294053095488,17.27553614720396,57.14285714285714
The man has lost a lot and he only keeps up appearances by driving a big car. This means that the man A. intends to work harder B. pretends that all is well C. wants everybody to see him D. wants to please his people,"Mutumin ya yi rashi mai yawa, amma yana ci gaba da nuna kamar komai yana tafiya daidai ta hanyar tuka babbar mota. Wannan yana nufin mutumin yana ________ Option A. nufin yin aiki tuƙuru Option B. nuna kamar komai yana nan lafiya Option C. son kowa ya gan shi Option D. son faranta wa mutanensa rai",Mutumin ya rasa abubuwa da yawa kuma kawai yana ci gaba da bayyana ta hanyar tuki babban mota.Wannan yana nufin cewa mutumin Option A. Yana nufin aiki tuƙuru Option B. yayi kamar cewa duk lafiya Option C. Yana son kowa ya gan shi Option D. yana son faranta wa mutanen sa,62.0612470435654,31.59133308328477,46.42857142857143
The game was tough but our team lost by a whisker. This means that our team lost by A. default B. a wide margin C. not preparing well D. a narrow margin,Wasan ya yi tsanani amma ƙungiyarmu ta yi rashin nasara da kyar. Wannan yana nufin cewa ƙungiyarmu ta yi rashi da ________ Option A. rashin halarta Option B. tazara mai yawa Option C. rashin shiri sosai Option D. ɗan ƙaramin tazara,Wasan ya yi wahala amma ƙungiyarmu ta rasa ta whisker.Wannan yana nufin cewa kungiyarmu ta rasa Option A. Tsohon Option B. Babbar gefe Option C. Ba Shirya da kyau Option D. Saduwa mai kunkuntar,47.57499093215229,17.46498723509997,56.09756097560976
"When the result was announced, it was discovered that Bimbo and Pam were neck and neck. This means that Bimbo and Pam A. had almost the same result B. failed badly C. had equal result D. passed well",Wasan ya yi tsanani amma ƙungiyarmu ta yi rashin nasara da kyar. Wannan yana nufin cewa ƙungiyarmu ta yi rashi da ________ Option A. Yana da kusan iri ɗaya Option B. An kasa rauni Option C. yana da sakamako daidai Option D. Resed sosai,"Lokacin da aka sanar da sakamakon, an gano cewa Bimbo da PAM sun kasance wuya da wuya.Wannan yana nufin cewa Bimbo da PAM Option A. Yana da kusan iri ɗaya Option B. An kasa rauni Option C. yana da sakamako daidai Option D. Resed sosai",62.67256333067957,51.995021100774174,43.18181818181818
The old woman 's birthday was marked by her children with pomp. This means that the birthday was A. greatly celebrated B. remembered fondly C. widely advertise D. filmed and played back,Yaran tsohuwar matar sun yi bikin zagayowar ranar haihuwarta cikin gagarumin biki. Wannan yana nufin cewa an yi bikin zagayowar ranar haihuwarta ________ Option A. cikin gagarumar hidima Option B. cikin tunawa da ƙauna Option C. ta hanyar yaɗawa ko'ina Option D. ta hanyar naɗar bidiyo da sake kallo,Tsohon matar ta kasance tsohuwar haihuwar ta da pomp.Wannan yana nufin cewa ranar haihuwar ta kasance Option A. Gindi sosai Option B. Tayar da hankali Option C. Wellly Talla Option D. Yin fim kuma ya koma baya,37.67549329260143,12.63839842192259,71.42857142857143
"When the man was accused of stealing the money, nobody raised an eyebrow. This means that nobody was A. sad B. pleased C. interested D. surprised","Lokacin da aka zargi mutumin da satar kuɗin, babu wanda ya nuna alamar damuwa ko mamaki. Wannan yana nufin cewa babu wanda ya kasance ________ Option A. cikin baƙin ciki Option B. cikin farin ciki Option C. mai sha'awa Option D. cikin mamaki","Lokacin da mutumin da aka zarge shi da satar kuɗin, babu wanda ya ɗaga gira.Wannan yana nufin cewa babu kowa Option A. baƙin ciki Option B. yarda Option C. sha'awar Option D. M mamaki",58.09985748601705,31.521908867700667,48.837209302325576
People do not often rely on men who allow their exalted position to go to their head. This means that people shun those who A. are highly placed B. are conceited because of their position C. are rude because of their position D. do not do their work,Mutane ba su cika dogara ga mutanen da suke barin matsayinsu na daukaka ya sa su girman kai ba. Wannan yana nufin mutane suna guje wa waɗanda suke ________ Option A. da babban matsayi Option B. da girman kai saboda matsayinsu Option C. da rashin kunya saboda matsayinsu Option D. ba sa gudanar da ayyukansu,Mutane ba sa yawan dogara ga mutanen da suka ba da damar daukaka matsayinsu don zuwa kan kansu.Wannan yana nufin cewa mutane suna shun waɗanda Option A. an sanya shi sosai Option B. suna cikin girman kai saboda matsayinsu Option C. suna da nutsuwa saboda matsayinsu Option D. Kar a yi aikinsu,61.95174522165875,26.63379061749898,58.18181818181818
The manager hit the roof when he was presented with the estimate for the new project. This means that the manager A. mobilised the workers B. became very angry C. became very suspicious D. cancelled the project,"Manajan ya fusata sosai lokacin da aka gabatar masa da kiyasin kuɗin sabon aikin. Wannan yana nufin cewa manajan ya ________ Option A. tara ma'aikata Option B. fusata sosai Option C. fara zargin wani abu
D. soke aikin",Manajan ya buga rufin lokacin da aka gabatar da shi tare da kimanta sabon aikin.Wannan yana nufin cewa manajan Option A. An tattara ma'aikatan Option B. ya zama fushi sosai Option C. ya zama mai shakku sosai Option D. An soke aikin,62.423235984854905,31.17057259951368,60.526315789473685
"When he received the news that he had lost the election, he did not bat an eyelid. This means that he A. expected to lose the election B. stood perfectly still C. was shocked to have lost the election D. showed no feelings","Lokacin da ya sami labarin cewa ya faɗi zaɓe, bai nuna alamar damuwa ko firgici ba. Wannan yana nufin cewa shi ________ Option A. ya sa ran zai faɗi zaɓen Option B. ya tsaya cak ba tare da motsi ba Option C. ya firgita da jin cewa ya faɗi zaɓen Option D. bai nuna wani yanayi na motsin rai ba","Lokacin da ya karbi labarin cewa ya yi bashin zabe, bai yi ja da ido ba.Wannan yana nufin cewa shi Option A. Ana tsammanin zai rasa zaben Option B. ya tsaya daidai Option C. ya girgiza kai ya rasa zaben Option D. Nada wani ji",46.890416507088126,21.762503862795374,60.0
The boy was reluctant to carry out the order of his senior A. adamant B. slow C. sluggish D. unwilling,Yaron ya yi ƙasa a gwiwa wajen bin umarnin babbansa. Wannan yana nufin yaron ya kasance ________ Option A. mai taurin ka Option B. mai jinkiri Option C. mai sanyin jiki Option D. marar son yi,Yaron bai cancanta ya aiwatar da tsarin nasa ba Option A. m Option B. Slow Option C. Mulki Option D. Banda yarda,28.755867693694515,6.782174345777947,75.0
Dr. Azeez declined the offer to chair the meeting. A. rescinded B. shunned C. refused D. avoided,Dr. Azeez ya ƙi amincewa da tayin jagorantar taron. Option A. ya janye Option B. ya kyamata/ya guje wa Option C. ya ƙi Option D. ya kauce wa,Dr. Azeez ya ki tayin don jefa taron. Option A. rescindeded Option B. Shunned Option C. ki Option D. An guji,41.622104961965185,24.679714467651944,57.14285714285714
The match came to an abrupt end when the rain started. A. sharp B. brisk C. quick D. sudden,Wasan ya zo ƙarshe ba tare da tsammani ba lokacin da aka fara ruwa. Option A. mai kaifi Option B. mai hanzari Option C. mai sauri Option D. farat ɗaya / ba zato ba tsammani,Wasan ya zo ne ƙarshen lokacin da aka fara ruwan sama. Option A. Sharp Option B. Brisk Option C. Mai sauri Option D. BIYU,48.59459552057921,23.9173414932958,54.285714285714285
The boy came through the window as stealthily as he could. A. quietly B. carefully C. quickly D. slowly,Yaron ya biyo ta tagar cikin sanda yadda zai iya. Option A. cikin shiru Option B. cikin kula Option C. cikin sauri Option D. sanyin jiki,Yaron ya zo ta taga kamar yadda ya iya. Option A. A hankali Option B. A hankali Option C. Da sauri Option D. a hankali,44.93081538573766,28.252168688124573,46.15384615384615
Bimbo was satisfied with the result she got. A. positive B. surprised C. contented D. appeased,Bimbo ta gamsu da sakamakon da ta samu. Option A. tabbatacce Option B. cikin mamaki Option C. gamsasshe Option D. lallashi,Bimbo ya gamsu da sakamakon da ta samu. Option A. tabbatacce Option B. Mai mamakin mamaki C Option D. Amincewa,67.67867316163951,58.922050625476906,33.33333333333333
It is absurd that people find it difficult to be honest A. strange B. abnormal C. alarming D. interesting,Abun mamaki ne yadda mutane suke ganin wahalar fadin gaskiya. Option A. ban mamaki Option B. sabanin yadda aka saba Option C. abun tsoro Option D. mai ban sha'awa,Ba a son yin wahalar da gaskiya Option A. Baƙon abu Option B. mahaukaci Option C. Fadar da Option D. mai ban sha'awa,43.800515400944285,23.977189132358014,58.620689655172406
Even a mediocre student can pass that test. A. dull B. fresh C. average D. lazy,"Ko da ɗalibi wanda ba shi da ƙwazo sosai zai iya cin wannan jarabawar.
A. mara hazaƙa Option B. sabo Option C. matsakaici/tsaka-tsaki Option D. rago",Ko da dalibi na tsakiya na iya wucewa wannan gwajin. Option A. Dull Option B. sabo Option C. Matsakaicin Option D. Lazy,39.87137458985834,25.12077682803927,57.692307692307686
We called the carpenter to repair the broken door. A. restore B. renovate C. replace D. mend,Mun kira kafinta domin ya gyara karyacciyar ƙofar. Option A. mayar da yadda take a dā Option B. sabuntawa Option C. canzawa Option D. gyarawa,Mun kira kafinta don gyara ƙofar da ta fashe. Option A. Aika Option B. Sake gyara Option C. Sauya Option D. MEND,46.40582510666452,20.90245759561431,56.00000000000001
Mrs. Okpala gave the drunk a contemptuous look. A. happy B. sorrowful C. knowing D. scornful,Mrs. Okpala ta kalli mashayin cikin wulaƙanci. Option A. farin ciki Option B. baƙin ciki Option C. sani Option D. raini/ƙasƙanci,Mrs. Okpala ta ba da fashewar rajistan. Option A. Farin Ciki Option B. rashin lafiya Option C. Sanin Option D. Scornuly,43.41123545964432,26.646949478655817,38.095238095238095
The Vice-Chancellor's speech at the occasion was misconstrued. A. misrepresented B. misquoted C. misunderstood D. misreported,Jawabin da Shugaban Jami'ar ya yi a wurin taron an fassara shi ba daidai ba. Option A. an juya ma'anarsa Option B. an nakalto shi ba daidai ba Option C. an fahimce shi ba daidai ba Option D. an bayar da rahotonsa ba daidai ba,Mataimakin jawabin na Mataimaki a lokacin da ake hankali. Option A. shari Option B. lafazed Option C. Da hankali Option D. Bayani,24.752804895613227,8.535899515178711,80.0
The soldiers lay_______the town to arrest the terrorists. A. siege on B. siege to C. siege with D. siege by,Sojoji sun kasance a_______ garin don kama 'yan ta'adda. Option A. zuwa akan Option B. zuwa Option C. tare da Option D. Shiga ta,Sojoji sun kasance a_______The garin don kama 'yan ta'adda. Option A. Siege akan Option B. Siege zuwa Option C. Siege tare da Option D. Sege ta,79.31619100572335,66.84535210483143,20.833333333333336
Power has not been restored_________many parts of the town. A. to B. in C. of D. with,Ba a sake dawo da iko ba_________garin. Option A. Zuwa Option B. A Option C. na Option D. Tare da,Ba a sake dawo da iko ba_________na_mans na garin. Option A. Zuwa Option B. A Option C. na Option D. Tare da,94.38578002266156,85.16228624291207,15.0
We got to the hall after the pÅ‚ay________started. A. is B. have C. had D. was,Mun isa zauren bayan wasan ________  fara. Option A. shine Option B. Yi Option C. D. ya kasance,"Mun isa zauren bayan på, ________ ya fara. Option A. shine Option B. Yi Option C. D. ya kasance",86.68137518552082,79.62043815447007,11.11111111111111
The woman said the maid should________all the plates before going to bed. A. wash out B. wash up C. wash off D. wash away,Matar ta ce ya kamata mai aikin ta__________ farantan duka kafin zuwa ta yi bacci. Option A. Wanke Option B. Wanke sama Option C. Wanke Option D. Wanke Baya,Matar ta ce yarinyar ta kamata a__________ faranti kafin zuwa gado. Option A. Wanke Option B. Wanke sama Option C. Wanke Option D. Wanke Baya,76.39926074365904,66.65370682463396,31.03448275862069
"It was a long poem, but Rasheed learnt it________ A. from memory B. to memory C. by heart D. to heart","Waƙar ta kasance doguwa, amma Rasheed ya haddace ta________ Option A. Daga ƙwaƙwalwar ajiya Option B. Zuwa ƙwaƙwalwar ajiya Option C. Da zuciya Option D. Zuwa Zuciya","Ya kasance mai dogon waka, amma an koya ya koya shi________ Option A. Daga ƙwaƙwalwar ajiya Option B. Zuwa ƙwaƙwalwar ajiya Option C. Da zuciya Option D. Zuwa Zuciya",77.81089904161468,73.19662477658854,33.33333333333333
"Let's begin all over again,_________ A. may we B. shall we C. can we D. must we","Bari mu sake farawa daga farko, _________ Option A. Bari mu Option B. Shin za mu Option C. Shin za mu iya Option D. Dole ne mu","Bari mu sake farawa gaba daya, _________ Option A. Bari mu Option B. Shin za mu Option C. Shin za mu iya Option D. Dole ne mu",90.20262891475932,90.76141716697397,7.4074074074074066
"Something must be wrong with the school driver, he is _________today. A. rather driving carelessly B. carelessly driving rather C. driving rather carelessly D. rather carelessly driving","Dole akwai wata matsala tattare da direban makarantar, yana _________yau. Option A. Mai bayar da kulawa Option B. m tuki a maimakon Option C. tuki cikin sakaci Option D. Mai hankali tuki","Wani abu dole ne ya kasance ba daidai ba tare da direban makarantar, shi ne _________today. Option A. Mai bayar da kulawa Option B. m tuki a maimakon Option C. tuki cikin sakaci Option D. Mai hankali tuki",79.11879643124587,68.63896609731465,37.5
What I admire about our football team is that they love________ A. themselves B. one another C. the other D. ourselves,Abin da na yi sha'awar game da kungiyar kwallon kafa ita ce cewa suna ƙaunar________ Option A. kansu Option B. DAYA wani Option C. Sauran Option D. Kamu,Abin da na yi sha'awar game da kungiyar kwallon kafa ita ce cewa suna ƙauna________ Option A. kansu Option B. DAYA wani Option C. Sauran Option D. Kamu,97.28168439744564,93.36510695862633,3.571428571428571
This is the teacher_______told me the answer. A. whom i said B. who i said C. who i said he D. i said that he,Wannan malamin ne_______ba ni amsar. Option A. wanda na ce Option B. wanda na ce Option C. wanda na ce shi Option D. Na ce shi,Wannan malami ne_______tana amsar. Option A. wanda na ce Option B. wanda na ce Option C. wanda na ce shi Option D. Na ce shi,91.31705431906478,85.82746086891355,11.538461538461538
"Mary shouldn't have disobeyed the teacher,_________? A. should she B. didn't she C. did she D. could he","Bai kamata Mary ta yi rashin biyayya ga malami ba, _________? Option A. Ya kamata ta Option B. Ba ta Option C. Shin Option D. Zai Iya","Maryamu bai yi rashin biyayya ga malami ba, _________? Option A. Ya kamata ta Option B. Ba ta Option C. Shin Option D. Zai Iya",89.00359223129124,89.92970681446911,14.814814814814813
She wondered if the water vas not_________hot for drinking. A. very B. so C. much D. too,Ta yi tuanin idan ruwan ya yi zafi___________ wajen sha. Option A. sosai Option B. Don haka Option C. Da yawa Option D. Kuma,Ta yi mamaki idan ruwan vas ba___________Hot don shan ruwa. Option A. sosai Option B. Don haka Option C. Da yawa Option D. Kuma,74.01096200456439,71.53575702766136,25.0
I told him not to play_______fire. A. on B. with C. beneath D. upon,Na ce masa kar ya yi wasa_______wuta. Option A. A Option B. Tare da Option C. D.,Na ce masa bai yi wasa ba_______Fire. Option A. A Option B. Tare da Option C. D.,75.06646678976414,73.19493575257533,23.52941176470588
We enjoyed ourselves________much at the party. A. too B. that C. as D. very,Mun ji daɗinmu________a wurin bikin. Option A. B. Option C. Kamar yadda Option D. sosai,Mun ji daɗin kanmu________Much a wurin bikin. Option A. B. Option C. Kamar yadda Option D. sosai,92.14843790308258,79.91493207860476,20.0
You will need to commit the formula________memory. A. to B. in C. for D. by,Kuna buƙatar haddace fomular________kanku. Option A. Zuwa Option B. A Option C. Don Option D. by,Kuna buƙatar yin dabara a cikin tsari________emory. Option A. Zuwa Option B. A Option C. Don Option D. by,71.32387675841521,71.63087540051366,31.25
The ushers told the people to_________their shoes before they enter the hall. A. put off B. put out C. take off D. take out,Masu shigo da mutanen sun gaya wa mutanen su________ takalminsu kafin su shiga zauren. Option A. Kashe Option B. Sanya Option C. Cire Option D. Aauki,Masu ushers sun gaya wa mutanen zuwa ________ takalminsu kafin su shiga zauren. Option A. Kashe Option B. Sanya Option C. Cire Option D. Aauki,85.00069326453581,83.154575955658,19.230769230769234
That book is neither_________ A. his or yours B. his not yours C. his nor yours D. his own nor yours,Wannan littafin ba na______ Option A. KO KYAUTA Option B. Ba naku ba Option C. DON KYAUTA Option D. nasa ko naku,Wannan littafin ba ______ ba Option A. KO KYAUTA Option B. Ba naku ba Option C. DON KYAUTA Option D. nasa ko naku,93.14328622075078,86.2408190523993,9.090909090909092
"The boy vomited a lot on the journey, doctor told us he suffered from________ A. travel sickness B. travelling sickness C. travel sicknesses D. traveller sickness","Yaron ya yi amai da yawa a kan hanyar, likita ya ce mana yana fama da________ Option A. Tafiya da Tafiya Option B. Tafiya mara lafiya Option C. Tafiya marasa lafiya Option D. rashin lafiya","Yaron ya yi ta da yawa a kan tafiya, likita ya ce mana ya sha wahala daga________ Option A. Tafiya da Tafiya Option B. Tafiya mara lafiya Option C. Tafiya marasa lafiya Option D. Trainger rashin lafiya",83.1964439019258,72.93142555264798,20.0
The man gave the girl a_________ fountain pen. A. small new blue B. blue small new C. blue new small D. new small blue,Mutumin ya ba yarinyar alaƙalami_________. Option A. karamin sabon shuɗi Option B. Blue ƙaramin sabon Option C. Blue Sabuwar kananan Option D. Sabuwar kananan Blue,Mutumin ya ba yarinyar a_________nan alkalami. Option A. karamin sabon shuɗi Option B. Blue ƙaramin sabon Option C. Blue Sabuwar kananan Option D. Sabuwar kananan Blue,92.2149279714817,84.41641243438377,8.0
I realized that i________you before. A. had met B. met C. have met D. meet,Na lura cewa mun taɓa________A baya. Option A. ya hadu Option B. An hadu da Option C. sun hadu Option D. Haɗu,Na lura cewa ni________Ko kafin. Option A. ya hadu Option B. An hadu da Option C. sun hadu Option D. Haɗu,80.97574447607492,79.22297669309057,13.636363636363635
The boy had been warned not to_________the money given to him. A. loosen B. loose C. lost D. lose,An gargaɗi yaron kar ya_________kuɗin da aka ba shi. Option A. sassauta Option B. sako-sako Option C. An rasa Option D. Rasa,Yaron da aka gargaɗe yaron kar a saka masa_________The kuɗin da aka ba shi. Option A. sassauta Option B. sako-sako Option C. An rasa Option D. Rasa,85.56647746883247,73.10609074463352,36.36363636363637
The police officer was sacked because he gave_________the command's secret. A. off B. in C. away D. up,An kori jami'in 'yan sanda saboda ya ------- bayanan sirri. Option A. Kashe Option B. A Option C. Ba da Option D. Up,An kori jami'in 'yan sanda saboda ya ba da izinin sirri. Option A. Kashe Option B. A Option C. Away Option D. Up,78.70460707008274,73.28616209964704,17.391304347826086
He bought a new set of_________television. A. coloured B. colour C. colours D. colouring,Ya sayi sabuwar talabijin _________. Option A. Mai launin launi Option B. Launi Option C. Launuka Option D. Canjin launi,Ya sayi sabon saiti na_________television. Option A. Mai launin launi Option B. Launi Option C. Launuka Option D. Canjin launi,81.98411484101285,79.3860462003825,15.0
The newspaper reported that________everybody died in the accident. A. hardly B. almost C. scarcely D. barely,Jaridar ta ba da rahoton cewa________kowa ya mutu a cikin haɗarin. Option A. Da wuya Option B. Kusan Option C. da wuya Option D. Bakaice,Jaridar ta ba da rahoton cewa________very wanda ya mutu a cikin hadarin. Option A. Da wuya Option B. Kusan Option C. da wuya Option D. Bakaice,91.19657888616524,83.99870909551805,12.0
"He isn't coming here,_________? A. is he B. isn't he C. doesn't he D. does he","Ba zai zo na ba, _________? Option A. shi ne Option B. ba shi bane Option C. Shin shi Option D. Shin","Ba ya zuwa nan, _________? Option A. shi ne Option B. ba shi bane Option C. Shin shi Option D. Shin",87.73156142942952,86.24733449081586,18.181818181818183
A spoilt child is usually prone________laziness. A. to B. for C. with D. at,Malalacin yaro yana________yawan son jiki. Option A. da Option B. Don Option C. Tare da Option D. A,Yaro mara kyau ne yawanci pron________laziness. Option A. Zuwa Option B. Don Option C. Tare da Option D. A,63.31756853041408,64.23509216504316,38.88888888888889
We do not accept the punishment__________the boy. A. meted to B. meted on C. meted out to D. meted in to,Ba mu yarda da hukuncin ________ Yaron ba. Option A. Meded zuwa Option B. Meted ON Option C. Aka yi wa Option D. Meded a cikin,Ba mu yarda da hukuncin ________ Yaron ba. Option A. Meded zuwa Option B. Meted ON Option C. ADDED BIYU Option D. Meded a cikin,90.96849359146458,87.56588347329658,11.538461538461538
The team practised intensely for weeks before the match________it lost. A. still yet B. for C. yet D. despite,Ƙungiyar ta yi aiki mai tuƙuru na makonni kafin wasan__________ sun faɗi Option A. Har yanzu Option B. Don Option C. Duk da haka Option D. Duk da,Teamungiyar ta yi aiki mai zurfi na makonni kafin wasan__________ Option A. Har yanzu Option B. Don Option C. Duk da haka Option D. Duk da,85.08740050093435,82.38681247557302,14.285714285714285
